"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"SNAR-A4","Approved symbol","SNAR-A4","small NF90 (ILF3) associated RNA A4","HGNC:34307","19q13.33"
"SNAR-A5","Approved symbol","SNAR-A5","small NF90 (ILF3) associated RNA A5","HGNC:34308","19q13.33"
"SNAR-A6","Approved symbol","SNAR-A6","small NF90 (ILF3) associated RNA A6","HGNC:34309","19q13.33"
"SNAR-A7","Approved symbol","SNAR-A7","small NF90 (ILF3) associated RNA A7","HGNC:34310","19q13.33"
"SNAR-A8","Approved symbol","SNAR-A8","small NF90 (ILF3) associated RNA A8","HGNC:34311","19q13.33"
"SNAR-A9","Approved symbol","SNAR-A9","small NF90 (ILF3) associated RNA A9","HGNC:34312","19q13.33"
"SNAR-B1","Approved symbol","SNAR-B1","small NF90 (ILF3) associated RNA B1","HGNC:34317","19q13.33"
"SNAR-B2","Approved symbol","SNAR-B2","small NF90 (ILF3) associated RNA B2","HGNC:34318","19q13.33"
"SNAR-C1","Approved symbol","SNAR-C1","small NF90 (ILF3) associated RNA C1","HGNC:34319","19q13.32"
"SNAR-C2","Approved symbol","SNAR-C2","small NF90 (ILF3) associated RNA C2","HGNC:34320","19q13.32"
"SNAR-C3","Approved symbol","SNAR-C3","small NF90 (ILF3) associated RNA C3","HGNC:34321","19q13.32"
"SNAR-C4","Approved symbol","SNAR-C4","small NF90 (ILF3) associated RNA C4","HGNC:34322","19q13.32"
"SNAR-C5","Approved symbol","SNAR-C5","small NF90 (ILF3) associated RNA C5","HGNC:34323","19q13.32"
"SNAR-D","Approved symbol","SNAR-D","small NF90 (ILF3) associated RNA D","HGNC:34324","19q13.33"
"SNAR-E","Approved symbol","SNAR-E","small NF90 (ILF3) associated RNA E","HGNC:34325","19q13.32"
"SNAR-F","Approved symbol","SNAR-F","small NF90 (ILF3) associated RNA F","HGNC:34326","19q13.33"
"SNAR-G1","Approved symbol","SNAR-G1","small NF90 (ILF3) associated RNA G1","HGNC:34327","19q13.33"
"SNAR-G2","Approved symbol","SNAR-G2","small NF90 (ILF3) associated RNA G2","HGNC:34328","19q13.33"
"SNAR-H","Approved symbol","SNAR-H","small NF90 (ILF3) associated RNA H","HGNC:34329","2p12"
"SNAR-I","Approved symbol","SNAR-I","small NF90 (ILF3) associated RNA I","HGNC:34330","3q28"
"SNHG24","Previous symbol","MEG8","maternally expressed 8, small nucleolar RNA host gene","HGNC:14574","14q32.31"
"SNORA17","Previous symbol","SNORA17A","small nucleolar RNA, H/ACA box 17A","HGNC:32607","9q34.3"
"SNORA34","Previous symbol","SNORA2C","small nucleolar RNA, H/ACA box 2C","HGNC:32624","12q13.11"
"SNORA43","Previous symbol","SNORA17B","small nucleolar RNA, H/ACA box 17B","HGNC:32636","9q34.3"
"SNORA45A","Previous symbol","SNORA3A","small nucleolar RNA, H/ACA box 3A","HGNC:32586","11p15.4"
"SNORA45B","Previous symbol","SNORA3B","small nucleolar RNA, H/ACA box 3B","HGNC:32638","11p15.4"
"SNORA76A","Previous symbol","SNORA50A","small nucleolar RNA, H/ACA box 50A","HGNC:32643","16q21"
"SNORA76C","Previous symbol","SNORA50C","small nucleolar RNA, H/ACA box 50C","HGNC:32662","17q23.3"
"SNORD103A","Approved symbol","SNORD103A","small nucleolar RNA, C/D box 103A","HGNC:32766","1p35.2"
"SNORD103B","Approved symbol","SNORD103B","small nucleolar RNA, C/D box 103B","HGNC:32767","1p35.2"
"SNORD114-8","Approved symbol","SNORD114-8","small nucleolar RNA, C/D box 114-8","HGNC:32996","14q32.31"
"SNORD119","Approved symbol","SNORD119","small nucleolar RNA, C/D box 119","HGNC:33558","20p13"
"SNORD29","Approved symbol","SNORD29","small nucleolar RNA, C/D box 29","HGNC:10151","11q12.3"
"SNORD31","Approved symbol","SNORD31","small nucleolar RNA, C/D box 31","HGNC:10158","11q12.3"
"SNORD44","Approved symbol","SNORD44","small nucleolar RNA, C/D box 44","HGNC:10183","1q25.1"
"SNORD47","Approved symbol","SNORD47","small nucleolar RNA, C/D box 47","HGNC:10187","1q25.1"
"SNORD50A","Approved symbol","SNORD50A","small nucleolar RNA, C/D box 50A","HGNC:10200","6q14.3"
"SNORD59B","Approved symbol","SNORD59B","small nucleolar RNA, C/D box 59B","HGNC:32723","12q13.3"
"SNORD74","Approved symbol","SNORD74","small nucleolar RNA, C/D box 74","HGNC:32734","1q25.1"
"SNORD75","Approved symbol","SNORD75","small nucleolar RNA, C/D box 75","HGNC:32735","1q25.1"
"SNORD76","Approved symbol","SNORD76","small nucleolar RNA, C/D box 76","HGNC:32736","1q25.1"
"SNORD77","Approved symbol","SNORD77","small nucleolar RNA, C/D box 77","HGNC:32737","1q25.1"
"SNORD78","Approved symbol","SNORD78","small nucleolar RNA, C/D box 78","HGNC:32738","1q25.1"
"SNORD79","Approved symbol","SNORD79","small nucleolar RNA, C/D box 79","HGNC:10100","1q25.1"
"SNORD80","Approved symbol","SNORD80","small nucleolar RNA, C/D box 80","HGNC:10096","1q25.1"
"SNORD81","Approved symbol","SNORD81","small nucleolar RNA, C/D box 81","HGNC:10101","1q25.1"
"SNORD85","Previous symbol","SNORD103C","small nucleolar RNA, C/D box 103C","HGNC:32744","1p35.2"
"SPACA6P","Previous symbol","SPACA6","sperm acrosome associated 6","HGNC:27113","19q13.41"
"SPACA6P-AS","Previous symbol","SPACA6-AS1","SPACA6 antisense RNA 1","HGNC:49383","19q13.41"
"SPATA5","Previous symbol","AFG2A","AFG2 AAA ATPase homolog A","HGNC:18119","4q28.1"
"SPATA5L1","Previous symbol","AFG2B","AFG2 AAA ATPase homolog B","HGNC:28762","15q21.1"
"SPDYE8P","Previous symbol","SPDYE8","speedy/RINGO cell cycle regulator family member E8","HGNC:33771","7q11.23"
"SPERT","Previous symbol","CBY2","chibby family member 2","HGNC:30720","13q14.13"
"SPG20","Previous symbol","SPART","spartin","HGNC:18514","13q13.3"
"SPG20-AS1","Previous symbol","SPART-AS1","SPART antisense RNA 1","HGNC:39933","13q13.3"
"SPHAR","Entry withdrawn","SPHAR","","HGNC:16957",""
"SPRNP1","Approved symbol","SPRNP1","shadow of prion protein pseudogene 1","HGNC:37819","10q26.3"
"SPRY4-IT1","Approved symbol","SPRY4-IT1","SPRY4 intronic transcript 1","HGNC:42394","5q31.3"
"SPTY2D1-AS1","Previous symbol","MISFA","mitochondrial sheath formation associated","HGNC:44122","11p15.1"
"SQRDL","Previous symbol","SQOR","sulfide quinone oxidoreductase","HGNC:20390","15q21.1"
"SRP14-AS1","Previous symbol","SRP14-DT","SRP14 divergent transcript","HGNC:48619","15q15.1"
"SRPR","Previous symbol","SRPRA","SRP receptor subunit alpha","HGNC:11307","11q24.2"
"SSFA2","Previous symbol","ITPRID2","ITPR interacting domain containing 2","HGNC:11319","2q31.3"
"SSPO","Previous symbol","SSPOP","SCO-spondin, pseudogene","HGNC:21998","7q36.1"
"SSSCA1","Previous symbol","ZNRD2","zinc ribbon domain containing 2","HGNC:11328","11q13.1"
"SSSCA1-AS1","Previous symbol","ZNRD2-DT","ZNRD2 divergent transcript","HGNC:27384","11q13.1"
"SSX6","Previous symbol","SSX6P","SSX family member 6, pseudogene","HGNC:19652","Xp11.23"
"SSX8","Previous symbol","SSX8P","SSX family member 8, pseudogene","HGNC:19654","Xp11.22"
"SSX9","Previous symbol","SSX9P","SSX family member 9, pseudogene","HGNC:19655","Xp11.23"
"ST3GAL4-AS1","Previous symbol","GSEC","G-quadruplex forming sequence containing lncRNA","HGNC:48645","11q24.2"
"ST5","Previous symbol","DENND2B","DENN domain containing 2B","HGNC:11350","11p15.4"
"ST7-OT3","Approved symbol","ST7-OT3","ST7 overlapping transcript 3","HGNC:16045","7q31.3"
"STAM-AS1","Previous symbol","STAM-DT","STAM divergent transcript","HGNC:49568","10p12.33"
"STK4-AS1","Previous symbol","STK4-DT","STK4 divergent transcript","HGNC:43811","20q13.12"
"STRA13","Previous symbol","CENPX","centromere protein X","HGNC:11422","17q25.3"
"STRA13","Previous symbol","BHLHE40","basic helix-loop-helix family member e40","HGNC:1046","3p26.1"
"STX17-AS1","Previous symbol","STX17-DT","STX17 divergent transcript","HGNC:51174","9q31.1"
"SUCLG2-AS1","Previous symbol","SUCLG2-DT","SUCLG2 divergent transcript","HGNC:49643","3p14.1"
"SULT1C2P1","Previous symbol","SULT1C5P","sulfotransferase family 1C member 5, pseudogene","HGNC:33545","2q12.3"
"SUV420H1","Previous symbol","KMT5B","lysine methyltransferase 5B","HGNC:24283","11q13.2"
"SUV420H2","Previous symbol","KMT5C","lysine methyltransferase 5C","HGNC:28405","19q13.42"
"SVILP1","Previous symbol","SVIL2P","supervillin family member 2, pseudogene","HGNC:44959","10p11.23"
"T","Previous symbol","TBXT","T-box transcription factor T","HGNC:11515","6q27"
"TAAR3","Previous symbol","TAAR3P","trace amine associated receptor 3, pseudogene","HGNC:4513","6q23.2"
"TARP","Unmatched","","","",""
"TARS","Previous symbol","TARS1","threonyl-tRNA synthetase 1","HGNC:11572","5p13.3"
"TARSL2","Previous symbol","TARS3","threonyl-tRNA synthetase 3","HGNC:24728","15q26.3"
"TAZ","Previous symbol","TAFAZZIN","tafazzin, phospholipid-lysophospholipid transacylase","HGNC:11577","Xq28"
"TAZ","Alias symbol","WWTR1","WW domain containing transcription regulator 1","HGNC:24042","3q25.1"
"TBC1D29","Previous symbol","TBC1D29P","TBC1 domain family member 29, pseudogene","HGNC:24509","17q11.2"
"TCEB1","Previous symbol","ELOC","elongin C","HGNC:11617","8q21.11"
"TCEB2","Previous symbol","ELOB","elongin B","HGNC:11619","16p13.3"
"TCEB3","Previous symbol","ELOA","elongin A","HGNC:11620","1p36.11"
"TCEB3-AS1","Previous symbol","ELOA-AS1","ELOA antisense RNA 1","HGNC:50582","1p36.11"
"TCEB3B","Previous symbol","ELOA2","elongin A2","HGNC:30771","18q21.1"
"TCEB3C","Previous symbol","ELOA3P","elongin A3, pseudogene","HGNC:24617","18q21.1 not on reference assembly"
"TCEB3CL","Previous symbol","ELOA3BP","elongin A3 family member B, pseudogene","HGNC:31007","18q21.1"
"TCEB3CL2","Previous symbol","ELOA3DP","elongin A3 family member D, pseudogene","HGNC:33511","18q21.1"
"TCONS_00029157","Unmatched","","","",""
"TCP10","Previous symbol","TCP10L3","t-complex 10 like 3 (pseudogene)","HGNC:11656","6q27"
"TCTE3","Previous symbol","DYNLT2","dynein light chain Tctex-type 2","HGNC:11695","6q27"
"TCTEX1D1","Previous symbol","DYNLT5","dynein light chain Tctex-type family member 5","HGNC:26882","1p31.3"
"TCTEX1D2","Previous symbol","DYNLT2B","dynein light chain Tctex-type 2B","HGNC:28482","3q29"
"TCTEX1D4","Previous symbol","DYNLT4","dynein light chain Tctex-type 4","HGNC:32315","1p34.1"
"TEPP","Previous symbol","SPMIP8","sperm microtubule inner protein 8","HGNC:33745","16q21"
"TEX33","Previous symbol","CIMIP4","ciliary microtubule inner protein 4","HGNC:28568","22q12.3"
"TEX37","Previous symbol","SPMIP9","sperm microtubule inner protein 9","HGNC:26341","2p11.2"
"TEX40","Previous symbol","CATSPERZ","catsper channel auxiliary subunit zeta","HGNC:19231","11q13.1"
"TEX43","Previous symbol","SPMIP10","sperm microtubule inner protein 10","HGNC:33767","5q23.2"
"TGIF2-C20orf24","Previous symbol","TGIF2-RAB5IF","TGIF2-RAB5IF readthrough","HGNC:44664","20q11.23"
"THCAT155","Unmatched","","","",""
"THCAT158","Alias symbol","EFCAB13-DT","EFCAB13 divergent transcript","HGNC:55338","17q21.32"
"THEG","Previous symbol","SPMAP2","sperm microtubule associated protein 2","HGNC:13706","19p13.3"
"THEG5","Alias symbol","LINC03103","long intergenic non-protein coding RNA 3103","HGNC:48330","19q12"
"THEGL","Previous symbol","SPMAP2L","sperm microtubule associated protein 2 like","HGNC:43771","4q12"
"THRA1/BTR","Unmatched","","","",""
"THSD4-AS2","Approved symbol","THSD4-AS2","THSD4 antisense RNA 2","HGNC:51421","15q23"
"TIAF1","Previous symbol","MYO18A","myosin XVIIIA","HGNC:31104","17q11.2"
"TISP43","Alias symbol","PRSS40A","serine protease 40A (pseudogene)","HGNC:37319","2q21.1"
"TLDC1","Previous symbol","MEAK7","MTOR associated protein, eak-7 homolog","HGNC:29325","16q24.1"
"TM4SF19-TCTEX1D2","Previous symbol","TM4SF19-DYNLT2B","TM4SF19-DYNLT2B readthrough (NMD candidate)","HGNC:49190","3q29"
"TMCC1-AS1","Previous symbol","TMCC1-DT","TMCC1 divergent transcript","HGNC:49060","3q22.1"
"TMEM110","Previous symbol","STIMATE","STIM activating enhancer","HGNC:30526","3p21.1"
"TMEM110-MUSTN1","Previous symbol","STIMATE-MUSTN1","STIMATE-MUSTN1 readthrough","HGNC:38834","3p21.1"
"TMEM133","Previous symbol","ARHGAP42","Rho GTPase activating protein 42","HGNC:26545","11q22.1"
"TMEM136","Previous symbol","TLCD5","TLC domain containing 5","HGNC:28280","11q23.3"
"TMEM14E","Previous symbol","TMEM14EP","transmembrane protein 14E, pseudogene","HGNC:34386","3q25.2"
"TMEM155","Entry withdrawn","TMEM155","","HGNC:26418",""
"TMEM159","Previous symbol","LDAF1","lipid droplet assembly factor 1","HGNC:30136","16p12.3"
"TMEM161B-AS1","Previous symbol","TMEM161B-DT","TMEM161B divergent transcript","HGNC:43839","5q14.3"
"TMEM173","Previous symbol","STING1","stimulator of interferon response cGAMP interactor 1","HGNC:27962","5q31.2"
"TMEM180","Previous symbol","MFSD13A","major facilitator superfamily domain containing 13A","HGNC:26196","10q24.32"
"TMEM183B","Previous symbol","TMEM183BP","transmembrane protein 183B, pseudogene","HGNC:33205","3q25.1"
"TMEM189","Previous symbol","PEDS1","plasmanylethanolamine desaturase 1","HGNC:16735","20q13.13"
"TMEM189-UBE2V1","Previous symbol","PEDS1-UBE2V1","PEDS1-UBE2V1 readthrough","HGNC:33521","20q13.13"
"TMEM2","Previous symbol","CEMIP2","cell migration inducing hyaluronidase 2","HGNC:11869","9q21.13"
"TMEM206","Previous symbol","PACC1","proton activated chloride channel 1","HGNC:25593","1q32.3"
"TMEM211","Previous symbol","LHFPL7","LHFPL tetraspan subfamily member 7","HGNC:33725","22q11.23"
"TMEM246","Previous symbol","PGAP4","post-GPI attachment to proteins GalNAc transferase 4","HGNC:28180","9q31.1"
"TMEM251","Previous symbol","LYSET","lysosomal enzyme trafficking factor","HGNC:20218","14q32.12"
"TMEM257","Previous symbol","SLITRK2","SLIT and NTRK like family member 2","HGNC:13449","Xq27.3"
"TMEM261","Previous symbol","DMAC1","distal membrane arm assembly component 1","HGNC:30536","9p24.1"
"TMEM27","Previous symbol","CLTRN","collectrin, amino acid transport regulator","HGNC:29437","Xp22.2"
"TMEM30C","Previous symbol","TMEM30CP","transmembrane protein 30C, pseudogene","HGNC:30443","3q12.1"
"TMEM35","Previous symbol","TMEM35A","transmembrane protein 35A","HGNC:25864","Xq22.1"
"TMEM5","Previous symbol","RXYLT1","ribitol xylosyltransferase 1","HGNC:13530","12q14.2"
"TMEM5-AS1","Previous symbol","RXYLT1-AS1","RXYLT1 antisense RNA 1","HGNC:48910","12q14.2"
"TMEM55A","Previous symbol","PIP4P2","phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2","HGNC:25452","8q21.3"
"TMEM55B","Previous symbol","PIP4P1","phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1","HGNC:19299","14q11.2"
"TMEM56","Previous symbol","TLCD4","TLC domain containing 4","HGNC:26477","1p21.3"
"TMEM56-RWDD3","Previous symbol","TLCD4-RWDD3","TLCD4-RWDD3 readthrough","HGNC:49388","1p21.3"
"TMEM57","Previous symbol","MACO1","macoilin 1","HGNC:25572","1p36.11"
"TMEM75","Previous symbol","LINC02912","long intergenic non-protein coding RNA 2912","HGNC:32295","8q24.21"
"TMEM8A","Previous symbol","PGAP6","post-GPI attachment to proteins 6","HGNC:17205","16p13.3"
"TMEM8C","Previous symbol","MYMK","myomaker, myoblast fusion factor","HGNC:33778","9q34.2"
"TMEM99","Previous symbol","KRT10-AS1","KRT10 antisense RNA 1","HGNC:28305","17q21.2"
"TMPRSS4-AS1","Previous symbol","SMIM35","small integral membrane protein 35","HGNC:44179","11q23.3"
"TMX2-CTNND1","Approved symbol","TMX2-CTNND1","TMX2-CTNND1 readthrough (NMD candidate)","HGNC:41992","11q12.1"
"TNFAIP8L2-SCNM1","Unmatched","","","",""
"TNKS2-AS1","Previous symbol","TNKS2-DT","TNKS2 divergent transcript","HGNC:45173","10q23.32"
"TNRC6C-AS1","Previous symbol","TMC6","transmembrane channel like 6","HGNC:18021","17q25.3"
"TOLLIP-AS1","Previous symbol","TOLLIP-DT","TOLLIP divergent transcript","HGNC:27403","11p15.5"
"TOMM70A","Previous symbol","TOMM70","translocase of outer mitochondrial membrane 70","HGNC:11985","3q12.2"
"TOP1P2","Approved symbol","TOP1P2","DNA topoisomerase I pseudogene 2","HGNC:11988","22q11.23"
"TOPORS-AS1","Previous symbol","SMIM27","small integral membrane protein 27","HGNC:31420","9p21.1"
"TROVE2","Previous symbol","RO60","Ro60, Y RNA binding protein","HGNC:11313","1q31.2"
"TRY2P","Alias symbol","PRSS59P","serine protease 59, pseudogene","HGNC:43791","7q34"
"TSG1","Unmatched","","","",""
"TSL","Unmatched","","","",""
"TSSC1","Previous symbol","EIPR1","EARP complex and GARP complex interacting protein 1","HGNC:12383","2p25.3"
"TSTA3","Previous symbol","GFUS","GDP-L-fucose synthase","HGNC:12390","8q24.3"
"TTC25","Previous symbol","ODAD4","outer dynein arm docking complex subunit 4","HGNC:25280","17q21.2"
"TTC26","Previous symbol","IFT56","intraflagellar transport 56","HGNC:21882","7q34"
"TTC30A","Previous symbol","IFT70A","intraflagellar transport 70A","HGNC:25853","2q31.2"
"TTC30B","Previous symbol","IFT70B","intraflagellar transport 70B","HGNC:26425","2q31.2"
"TTC37","Previous symbol","SKIC3","SKI3 subunit of superkiller complex","HGNC:23639","5q15"
"TTLL13P","Previous symbol","TTLL13","tubulin tyrosine ligase like 13","HGNC:32484","15q26.1"
"TTTY15","Approved symbol","TTTY15","testis expressed transcript, Y-linked 15","HGNC:18567","Yq11.221"
"TTTY16","Approved symbol","TTTY16","testis expressed transcript, Y-linked 16","HGNC:18840","Yp11.2"
"TUSC5","Previous symbol","TRARG1","trafficking regulator of GLUT4 (SLC2A4) 1","HGNC:29592","17p13.3"
"TWISTNB","Previous symbol","POLR1F","RNA polymerase I subunit F","HGNC:18027","7p21.1"
"TXNRD3NB","Previous symbol","TXNRD3","thioredoxin reductase 3","HGNC:20667","3q21.3"
"UBA6-AS1","Previous symbol","UBA6-DT","UBA6 divergent transcript","HGNC:49083","4q13.2"
"UBE2Q2L","Previous symbol","UBE2Q2P16","UBE2Q2 pseudogene 16","HGNC:44656","15q25.2"
"UBL7-AS1","Previous symbol","UBL7-DT","UBL7 divergent transcript","HGNC:48614","15q24.1"
"UBR5-AS1","Previous symbol","UBR5-DT","UBR5 divergent transcript","HGNC:51661","8q22.3"
"UBXN10-AS1","Previous symbol","PLA2G2C","phospholipase A2 group IIC","HGNC:9032","1p36.12"
"UCHL1-AS1","Previous symbol","UCHL1-DT","UCHL1 divergent transcript","HGNC:40600","4p13"
"UFD1L","Previous symbol","UFD1","ubiquitin recognition factor in ER associated degradation 1","HGNC:12520","22q11.21"
"UG0898H09","Unmatched","","","",""
"UHRF1BP1","Previous symbol","BLTP3A","bridge-like lipid transfer protein family member 3A","HGNC:21216","6p21.31"
"UHRF1BP1L","Previous symbol","BLTP3B","bridge-like lipid transfer protein family member 3B","HGNC:29102","12q23.1"
"UNQ6494","Unmatched","","","",""
"UPK3BL","Previous symbol","UPK3BL1","uroplakin 3B like 1","HGNC:37278","7q22.1"
"USMG5","Previous symbol","ATP5MK","ATP synthase membrane subunit k","HGNC:30889","10q24.33"
"USP12-AS2","Previous symbol","USP12-DT","USP12 divergent transcript","HGNC:39962","13q12.13"
"USP27X-AS1","Previous symbol","USP27X-DT","USP27X divergent transcript","HGNC:27249","Xp11.23"
"USP46-AS1","Previous symbol","USP46-DT","USP46 divergent transcript","HGNC:43991","4q12"
"UTAT33","Alias symbol","MRPS9-AS1","MRPS9 antisense RNA 1","HGNC:40688","2q12.1"
"UTP11L","Previous symbol","UTP11","UTP11 small subunit processome component","HGNC:24329","1p34.3"
"VARS","Previous symbol","VARS1","valyl-tRNA synthetase 1","HGNC:12651","6p21.33"
"VIMP","Previous symbol","SELENOS","selenoprotein S","HGNC:30396","15q26.3"
"VNN3","Previous symbol","VNN3P","vanin 3, pseudogene","HGNC:16431","6q23.2"
"VPRBP","Previous symbol","DCAF1","DDB1 and CUL4 associated factor 1","HGNC:30911","3p21.2"
"VWA9","Previous symbol","INTS14","integrator complex subunit 14","HGNC:25372","15q22.31"
"WARS","Previous symbol","WARS1","tryptophanyl-tRNA synthetase 1","HGNC:12729","14q32.2"
"WASH1","Previous symbol","WASHC1","WASH complex subunit 1","HGNC:24361","9p24.3"
"WBP5","Previous symbol","TCEAL9","transcription elongation factor A like 9","HGNC:30084","Xq22.2"
"WBSCR16","Previous symbol","RCC1L","RCC1 like","HGNC:14948","7q11.23"
"WBSCR17","Previous symbol","GALNT17","polypeptide N-acetylgalactosaminyltransferase 17","HGNC:16347","7q11.22"
"WBSCR22","Previous symbol","BUD23","BUD23 rRNA methyltransferase and ribosome maturation factor","HGNC:16405","7q11.23"
"WBSCR27","Previous symbol","METTL27","methyltransferase like 27","HGNC:19068","7q11.23"
"WBSCR28","Previous symbol","TMEM270","transmembrane protein 270","HGNC:23018","7q11.23"
"WDR11-AS1","Previous symbol","WDR11-DT","WDR11 divergent transcript","HGNC:27437","10q26.12"
"WDR34","Previous symbol","DYNC2I2","dynein 2 intermediate chain 2","HGNC:28296","9q34.11"
"WDR60","Previous symbol","DYNC2I1","dynein 2 intermediate chain 1","HGNC:21862","7q36.3"
"WDR61","Previous symbol","SKIC8","SKI8 subunit of superkiller complex","HGNC:30300","15q25.1"
"WDR63","Previous symbol","DNAI3","dynein axonemal intermediate chain 3","HGNC:30711","1p22.3"
"WDR66","Previous symbol","CFAP251","cilia and flagella associated protein 251","HGNC:28506","12q24.31"
"WDR78","Previous symbol","DNAI4","dynein axonemal intermediate chain 4","HGNC:26252","1p31.3"
